Target Distance: 50, Step Size: 2
299: (x,y) = (-7.99867, -6.79106)
300: (x,y) = (-6.66041, -5.30477)
301: (x,y) = (-7.74969, -6.98211)
302: (x,y) = (-6.1954, -5.72347)
303: (x,y) = (-8.13599, -5.23963)
304: (x,y) = (-7.13599, -6.97168)
305: (x,y) = (-5.1436, -7.14599)
306: (x,y) = (-5.66124, -5.21414)
307: (x,y) = (-6.14508, -3.27355)
308: (x,y) = (-4.33247, -2.42831)
309: (x,y) = (-5.47962, -0.790007)
310: (x,y) = (-6.06436, 1.1226)
311: (x,y) = (-4.48834, 2.35393)
312: (x,y) = (-6.14642, 1.23554)
313: (x,y) = (-5.14642, 2.96759)
314: (x,y) = (-6.84251, 4.02743)
315: (x,y) = (-8.30522, 2.66343)
316: (x,y) = (-10.3052, 2.66343)
317: (x,y) = (-11.3052, 0.931381)
318: (x,y) = (-13.1846, 0.247341)
319: (x,y) = (-11.4026, 1.15532)
320: (x,y) = (-10.7846, -0.746791)
321: (x,y) = (-11.6613, 1.0508)
322: (x,y) = (-9.67226, 1.25985)
323: (x,y) = (-10.8194, -0.37845)
324: (x,y) = (-9.84979, -2.12769)
325: (x,y) = (-11.8061, -1.71187)
326: (x,y) = (-9.95172, -2.46108)
327: (x,y) = (-7.95933, -2.28677)
328: (x,y) = (-9.19065, -3.86279)
329: (x,y) = (-10.2505, -5.55889)
330: (x,y) = (-10.39, -3.56376)
331: (x,y) = (-12.3026, -4.1485)
332: (x,y) = (-12.3375, -2.14881)
333: (x,y) = (-13.6758, -3.6351)
334: (x,y) = (-15.09, -2.22088)
335: (x,y) = (-16.7481, -1.1025)
336: (x,y) = (-18.3453, -2.30613)
337: (x,y) = (-18.6582, -0.330749)
338: (x,y) = (-18.0735, -2.24336)
339: (x,y) = (-19.6495, -3.47468)
340: (x,y) = (-17.7089, -2.99084)
341: (x,y) = (-18.856, -4.62914)
342: (x,y) = (-16.9335, -4.07787)
343: (x,y) = (-18.1372, -5.67514)
344: (x,y) = (-17.8588, -7.65567)
345: (x,y) = (-17.4089, -5.70693)
346: (x,y) = (-18.8952, -7.0452)
347: (x,y) = (-17.1991, -5.98536)
348: (x,y) = (-15.7849, -4.57114)
349: (x,y) = (-17.77, -4.81488)
350: (x,y) = (-19.388, -3.63931)
351: (x,y) = (-20.4773, -5.31665)
352: (x,y) = (-18.4785, -5.38645)
353: (x,y) = (-17.8938, -7.29906)
354: (x,y) = (-17.6847, -5.31002)
355: (x,y) = (-16.0074, -6.3993)
356: (x,y) = (-16.4573, -8.34804)
357: (x,y) = (-16.4573, -6.34804)
358: (x,y) = (-15.5183, -8.11393)
359: (x,y) = (-13.7057, -8.95917)
360: (x,y) = (-12.6756, -10.6735)
361: (x,y) = (-10.9983, -11.7628)
362: (x,y) = (-9.08568, -11.178)
363: (x,y) = (-8.05561, -9.4637)
364: (x,y) = (-7.70831, -7.49409)
365: (x,y) = (-7.63851, -9.49287)
366: (x,y) = (-5.69792, -9.97671)
367: (x,y) = (-4.25924, -11.366)
368: (x,y) = (-3.0006, -12.9203)
369: (x,y) = (-1.06875, -13.438)
370: (x,y) = (0.92851, -13.3333)
371: (x,y) = (0.410872, -15.2651)
372: (x,y) = (-0.558747, -17.0144)
373: (x,y) = (-0.315009, -15.0293)
374: (x,y) = (-2.31379, -15.0991)
375: (x,y) = (-4.30283, -14.89)
376: (x,y) = (-6.20495, -14.272)
377: (x,y) = (-5.42348, -12.431)
378: (x,y) = (-3.46719, -12.0152)
379: (x,y) = (-2.3488, -13.6732)
380: (x,y) = (-0.671463, -14.7625)
381: (x,y) = (1.25106, -15.3138)
382: (x,y) = (2.64038, -16.7525)
383: (x,y) = (3.61, -18.5017)
384: (x,y) = (1.68747, -19.053)
385: (x,y) = (1.5828, -17.0557)
386: (x,y) = (0.833588, -15.2014)
387: (x,y) = (2.52968, -16.2612)
388: (x,y) = (4.20703, -15.1719)
389: (x,y) = (2.67494, -16.4575)
390: (x,y) = (0.676155, -16.3877)
391: (x,y) = (-0.60942, -14.8556)
392: (x,y) = (-0.435109, -16.848)
393: (x,y) = (-0.0192854, -14.8917)
394: (x,y) = (-0.670422, -13.0007)
395: (x,y) = (-1.956, -11.4686)
396: (x,y) = (-0.088836, -12.1853)
397: (x,y) = (-1.72714, -13.3325)
398: (x,y) = (-0.415022, -11.823)
399: (x,y) = (-1.8537, -10.4337)
400: (x,y) = (-0.321613, -11.7193)
401: (x,y) = (-2.03595, -12.7494)
402: (x,y) = (-3.23958, -11.1521)
403: (x,y) = (-2.92671, -9.17673)
404: (x,y) = (-4.92671, -9.17673)
405: (x,y) = (-2.93158, -9.31624)
406: (x,y) = (-4.88788, -9.73206)
407: (x,y) = (-5.97715, -8.05472)
408: (x,y) = (-4.0453, -8.57236)
409: (x,y) = (-4.14997, -6.5751)
410: (x,y) = (-3.14997, -4.84305)
411: (x,y) = (-5.11323, -4.46143)
412: (x,y) = (-4.23649, -2.66385)
413: (x,y) = (-5.57475, -4.15013)
414: (x,y) = (-6.12602, -2.22761)
415: (x,y) = (-4.24664, -1.54357)
416: (x,y) = (-2.25425, -1.36926)
417: (x,y) = (-0.558151, -0.309421)
418: (x,y) = (-1.97236, -1.72363)
419: (x,y) = (-3.88497, -2.30838)
420: (x,y) = (-3.85007, -0.308683)
421: (x,y) = (-1.92755, -0.859957)
422: (x,y) = (-3.15887, 0.716064)
423: (x,y) = (-4.54819, 2.15474)
424: (x,y) = (-3.57857, 0.405504)
425: (x,y) = (-2.67059, -1.37651)
426: (x,y) = (-1.7626, -3.15852)
427: (x,y) = (0.0784053, -2.37706)
428: (x,y) = (0.62968, -4.29958)
429: (x,y) = (2.34401, -5.32966)
430: (x,y) = (4.31363, -5.67696)
431: (x,y) = (3.72889, -7.58956)
432: (x,y) = (4.57412, -9.40218)
433: (x,y) = (5.69251, -11.0603)
434: (x,y) = (7.6922, -11.0952)
435: (x,y) = (6.87873, -12.9223)
436: (x,y) = (5.78945, -14.5996)
437: (x,y) = (3.99186, -13.7229)
438: (x,y) = (5.54616, -14.9815)
439: (x,y) = (3.5489, -15.0862)
440: (x,y) = (5.54859, -15.0513)
441: (x,y) = (6.33006, -16.8923)
442: (x,y) = (7.50563, -18.5103)
443: (x,y) = (9.21996, -19.5404)
444: (x,y) = (7.22757, -19.7147)
445: (x,y) = (6.84595, -21.6779)
446: (x,y) = (6.32832, -19.7461)
447: (x,y) = (7.50389, -18.1281)
448: (x,y) = (9.45263, -17.6782)
449: (x,y) = (11.2346, -16.7702)
450: (x,y) = (10.1163, -15.1121)
451: (x,y) = (9.83791, -13.1316)
452: (x,y) = (11.7173, -12.4475)
453: (x,y) = (11.2674, -10.4988)
454: (x,y) = (9.98181, -12.0309)
455: (x,y) = (11.9381, -11.615)
456: (x,y) = (13.9272, -11.406)
457: (x,y) = (12.3951, -12.6916)
458: (x,y) = (13.303, -14.4736)
459: (x,y) = (12.619, -16.353)
460: (x,y) = (12.2032, -18.3093)
461: (x,y) = (11.1433, -16.6132)
462: (x,y) = (13.1385, -16.4737)
463: (x,y) = (14.6248, -15.1354)
464: (x,y) = (16.6248, -15.1354)
465: (x,y) = (15.4492, -13.5174)
466: (x,y) = (15.0676, -11.5541)
467: (x,y) = (13.127, -11.0703)
468: (x,y) = (11.551, -9.83894)
469: (x,y) = (10.2654, -8.30685)
470: (x,y) = (11.441, -9.92488)
471: (x,y) = (9.46042, -10.2032)
472: (x,y) = (7.60605, -9.45401)
473: (x,y) = (6.92201, -7.57463)
474: (x,y) = (5.36772, -6.31599)
475: (x,y) = (6.01886, -8.20702)
476: (x,y) = (4.81523, -9.8043)
477: (x,y) = (5.6287, -11.6314)
478: (x,y) = (3.80161, -10.8179)
479: (x,y) = (2.54297, -9.26362)
480: (x,y) = (0.547839, -9.40313)
481: (x,y) = (1.03168, -11.3437)
482: (x,y) = (-0.943694, -11.0309)
483: (x,y) = (-2.92879, -11.2746)
484: (x,y) = (-4.56709, -12.4217)
485: (x,y) = (-6.50768, -11.9379)
486: (x,y) = (-4.97559, -10.6523)
487: (x,y) = (-6.03543, -8.95623)
488: (x,y) = (-4.57272, -10.3202)
489: (x,y) = (-2.57394, -10.2504)
490: (x,y) = (-1.57394, -11.9825)
491: (x,y) = (0.0841327, -10.8641)
492: (x,y) = (-1.68176, -11.803)
493: (x,y) = (0.185398, -12.5198)
494: (x,y) = (-1.75519, -13.0036)
495: (x,y) = (-0.0231423, -12.0036)
496: (x,y) = (-1.9864, -12.3852)
497: (x,y) = (-3.91825, -12.9029)
498: (x,y) = (-4.05776, -14.898)
499: (x,y) = (-2.38042, -13.8087)
500: (x,y) = (-2.45022, -11.8099)
501: (x,y) = (-2.20648, -9.82485)
502: (x,y) = (-0.236865, -9.47755)
503: (x,y) = (-2.22925, -9.30324)
504: (x,y) = (-0.997931, -10.8793)
505: (x,y) = (-0.754193, -8.89417)
506: (x,y) = (-0.858865, -10.8914)
507: (x,y) = (-1.5756, -12.7586)
508: (x,y) = (0.206413, -13.6666)
509: (x,y) = (-0.607061, -11.8395)
510: (x,y) = (-0.91993, -9.86411)
511: (x,y) = (0.982183, -9.24607)
512: (x,y) = (2.98188, -9.21117)
513: (x,y) = (3.15619, -7.21878)
514: (x,y) = (4.30334, -8.85708)
515: (x,y) = (5.05256, -7.00271)
516: (x,y) = (7.04982, -6.89804)
517: (x,y) = (7.9578, -5.11603)
518: (x,y) = (8.47543, -7.04788)
519: (x,y) = (8.61495, -5.05275)
520: (x,y) = (10.273, -3.93437)
521: (x,y) = (10.4473, -1.94198)
522: (x,y) = (12.0016, -0.683336)
523: (x,y) = (10.0453, -1.09916)
524: (x,y) = (11.7774, -2.09916)
525: (x,y) = (10.1801, -0.895529)
526: (x,y) = (9.49607, -2.77491)
527: (x,y) = (11.4912, -2.6354)
528: (x,y) = (11.4214, -4.63418)
529: (x,y) = (9.49888, -4.08291)
530: (x,y) = (7.92285, -2.85159)
531: (x,y) = (6.12527, -3.72833)
532: (x,y) = (6.7764, -5.61937)
533: (x,y) = (7.42754, -3.72833)
534: (x,y) = (8.81686, -2.28965)
535: (x,y) = (10.2796, -3.65365)
536: (x,y) = (9.19029, -1.9763)
537: (x,y) = (8.87742, -3.95168)
538: (x,y) = (7.5653, -2.44226)
539: (x,y) = (9.47791, -3.027)
540: (x,y) = (11.463, -2.78327)
541: (x,y) = (12.9017, -1.39395)
542: (x,y) = (11.3923, -0.0818315)
543: (x,y) = (13.3774, -0.32557)
544: (x,y) = (12.5006, 1.47202)
545: (x,y) = (12.5355, 3.47171)
546: (x,y) = (10.613, 2.92044)
547: (x,y) = (12.5826, 2.57314)
548: (x,y) = (13.9466, 1.11043)
549: (x,y) = (13.7723, -0.881955)
550: (x,y) = (11.8702, -1.49999)
551: (x,y) = (10.2729, -2.70362)
552: (x,y) = (11.9112, -3.85077)
553: (x,y) = (13.5495, -2.70362)
554: (x,y) = (14.8351, -4.23571)
555: (x,y) = (13.3964, -2.84639)
556: (x,y) = (13.2221, -4.83878)
557: (x,y) = (14.4807, -3.28449)
558: (x,y) = (13.9969, -1.3439)
559: (x,y) = (15.529, -2.62947)
560: (x,y) = (17.5044, -2.94234)
561: (x,y) = (15.7068, -2.0656)
562: (x,y) = (14.6175, -0.388257)
563: (x,y) = (13.0202, -1.59189)
564: (x,y) = (12.469, -3.51441)
565: (x,y) = (10.4936, -3.82728)
566: (x,y) = (9.0549, -2.43796)
567: (x,y) = (7.64068, -3.85218)
568: (x,y) = (7.19078, -5.80092)
569: (x,y) = (6.87791, -7.77629)
570: (x,y) = (5.70234, -6.15826)
571: (x,y) = (3.71725, -5.91452)
572: (x,y) = (2.65741, -4.21842)
573: (x,y) = (2.37906, -2.23789)
574: (x,y) = (1.5976, -0.396879)
575: (x,y) = (-0.293436, 0.254258)
576: (x,y) = (0.853716, -1.38405)
577: (x,y) = (2.74475, -0.73291)
578: (x,y) = (1.86801, 1.06468)
579: (x,y) = (-0.101604, 0.717381)
580: (x,y) = (-0.206276, -1.27988)
581: (x,y) = (-2.00386, -2.15662)
582: (x,y) = (-0.149496, -2.90583)
583: (x,y) = (1.7911, -3.38968)
584: (x,y) = (3.46844, -4.47895)
585: (x,y) = (5.37055, -5.09699)
586: (x,y) = (5.95529, -3.18438)
587: (x,y) = (7.46471, -1.87226)
588: (x,y) = (5.93262, -3.15784)
589: (x,y) = (4.29432, -4.30499)
590: (x,y) = (5.4127, -2.64691)
591: (x,y) = (4.35287, -0.950818)
592: (x,y) = (4.45754, 1.04644)
593: (x,y) = (3.45754, -0.68561)
594: (x,y) = (1.94812, -1.99773)
595: (x,y) = (-0.040925, -1.78867)
596: (x,y) = (1.10623, -3.42698)
597: (x,y) = (1.79027, -1.54759)
598: (x,y) = (3.75988, -1.20029)
599: (x,y) = (5.68241, -0.649019)
600: (x,y) = (4.68241, -2.38107)
601: (x,y) = (4.06437, -4.28318)
602: (x,y) = (3.18763, -2.48559)
603: (x,y) = (4.27691, -4.16294)
604: (x,y) = (2.32061, -4.57876)
605: (x,y) = (1.23134, -6.2561)
606: (x,y) = (0.323355, -8.03811)
607: (x,y) = (1.80964, -6.69985)
608: (x,y) = (2.39439, -4.78724)
609: (x,y) = (2.15065, -6.77233)
610: (x,y) = (0.574627, -8.00366)
611: (x,y) = (-1.20739, -7.09568)
612: (x,y) = (-2.177, -5.34644)
613: (x,y) = (-3.46258, -3.81435)
614: (x,y) = (-2.87784, -5.72696)
615: (x,y) = (-4.69045, -4.88172)
616: (x,y) = (-6.60306, -4.29698)
617: (x,y) = (-8.26114, -5.41536)
618: (x,y) = (-6.42013, -4.6339)
619: (x,y) = (-7.80944, -6.07258)
620: (x,y) = (-6.0602, -7.0422)
621: (x,y) = (-6.0602, -5.0422)
622: (x,y) = (-4.36411, -6.10204)
623: (x,y) = (-2.462, -6.72007)
624: (x,y) = (-2.32248, -8.7152)
625: (x,y) = (-3.2921, -6.96596)
626: (x,y) = (-4.04131, -5.11159)
627: (x,y) = (-5.95392, -4.52685)
628: (x,y) = (-6.26679, -6.50223)
629: (x,y) = (-5.71552, -4.5797)
630: (x,y) = (-3.87451, -5.36117)
631: (x,y) = (-5.72888, -4.61195)
632: (x,y) = (-3.78829, -4.12811)
633: (x,y) = (-4.40632, -6.03022)
634: (x,y) = (-2.67427, -7.03022)
635: (x,y) = (-4.13698, -5.66623)
636: (x,y) = (-6.01636, -4.98219)
637: (x,y) = (-7.7307, -6.01226)
638: (x,y) = (-8.63868, -4.23025)
639: (x,y) = (-9.97694, -2.74396)
640: (x,y) = (-10.661, -0.864573)
641: (x,y) = (-12.5153, -1.61379)
642: (x,y) = (-14.4472, -1.09615)
643: (x,y) = (-14.5867, 0.89898)
644: (x,y) = (-13.4396, 2.53728)
645: (x,y) = (-12.4396, 0.805233)
646: (x,y) = (-10.6903, 1.77485)
647: (x,y) = (-12.6854, 1.91437)
648: (x,y) = (-11.3733, 0.404946)
649: (x,y) = (-12.9276, -0.853695)
650: (x,y) = (-11.1456, 0.0542863)
651: (x,y) = (-12.0223, 1.85187)
652: (x,y) = (-14.0147, 2.02619)
653: (x,y) = (-15.9466, 2.54382)
654: (x,y) = (-16.5977, 4.43486)
655: (x,y) = (-15.881, 6.30202)
656: (x,y) = (-17.1123, 7.87804)
657: (x,y) = (-17.0076, 5.88078)
658: (x,y) = (-15.0089, 5.95058)
659: (x,y) = (-13.1545, 6.6998)
660: (x,y) = (-15.1177, 7.08141)
661: (x,y) = (-16.4033, 5.54933)
662: (x,y) = (-16.2987, 7.54658)
663: (x,y) = (-17.9567, 8.66497)
664: (x,y) = (-16.2247, 7.66497)
665: (x,y) = (-18.1653, 7.18113)
666: (x,y) = (-16.168, 7.07645)
667: (x,y) = (-14.1729, 7.21597)
668: (x,y) = (-12.1729, 7.21597)
669: (x,y) = (-13.0809, 5.43395)
670: (x,y) = (-14.1701, 7.1113)
671: (x,y) = (-12.303, 6.39456)
672: (x,y) = (-11.1558, 4.75626)
673: (x,y) = (-9.1607, 4.89577)
674: (x,y) = (-11.1558, 4.75626)
675: (x,y) = (-11.9693, 2.92916)
676: (x,y) = (-12.3509, 4.89242)
677: (x,y) = (-11.8671, 2.95183)
678: (x,y) = (-10.4044, 4.31582)
679: (x,y) = (-11.4936, 5.99317)
680: (x,y) = (-13.3958, 5.37513)
681: (x,y) = (-12.2486, 3.73683)
682: (x,y) = (-10.2999, 3.28693)
683: (x,y) = (-11.0491, 1.43256)
684: (x,y) = (-10.431, 3.33467)
685: (x,y) = (-10.9149, 1.39408)
686: (x,y) = (-9.14899, 2.33302)
687: (x,y) = (-10.8633, 1.30295)
688: (x,y) = (-12.1754, -0.206473)
689: (x,y) = (-10.2436, -0.724111)
690: (x,y) = (-8.85427, -2.16279)
691: (x,y) = (-10.7086, -1.41358)
692: (x,y) = (-10.3958, 0.561799)
693: (x,y) = (-9.45683, 2.32769)
694: (x,y) = (-9.94067, 4.26829)
695: (x,y) = (-10.288, 2.29867)
696: (x,y) = (-11.0372, 0.444303)
697: (x,y) = (-10.4191, -1.45781)
698: (x,y) = (-12.0575, -2.60496)
699: (x,y) = (-10.0602, -2.70963)
700: (x,y) = (-9.61029, -0.760895)
701: (x,y) = (-10.9996, -2.19957)
702: (x,y) = (-9.17252, -1.3861)
703: (x,y) = (-10.7698, -2.58973)
704: (x,y) = (-12.3878, -1.41416)
705: (x,y) = (-10.9985, -2.85284)
706: (x,y) = (-11.9985, -1.12079)
707: (x,y) = (-11.0905, -2.9028)
708: (x,y) = (-12.4288, -4.38909)
709: (x,y) = (-12.8104, -6.35235)
710: (x,y) = (-11.0784, -7.35235)
711: (x,y) = (-9.84703, -5.77633)
712: (x,y) = (-11.7596, -6.36107)
713: (x,y) = (-13.5255, -5.42213)
714: (x,y) = (-14.6148, -3.74478)
715: (x,y) = (-16.0775, -5.10878)
716: (x,y) = (-15.8685, -3.11974)
717: (x,y) = (-15.7638, -5.117)
718: (x,y) = (-17.6182, -4.36778)
719: (x,y) = (-18.4634, -6.1804)
720: (x,y) = (-16.7861, -5.09112)
721: (x,y) = (-17.5675, -6.93213)
722: (x,y) = (-17.1859, -8.89538)
723: (x,y) = (-18.9835, -9.77213)
724: (x,y) = (-17.9236, -8.07603)
725: (x,y) = (-19.2358, -6.56661)
726: (x,y) = (-20.3542, -8.22469)
727: (x,y) = (-18.3545, -8.25959)
728: (x,y) = (-20.3545, -8.25959)
729: (x,y) = (-22.3177, -7.87797)
730: (x,y) = (-20.879, -6.48866)
731: (x,y) = (-19.261, -5.31309)
732: (x,y) = (-19.8457, -3.40048)
733: (x,y) = (-21.8263, -3.67882)
734: (x,y) = (-22.7959, -5.42806)
735: (x,y) = (-22.0467, -7.28243)
736: (x,y) = (-21.4954, -5.35991)
737: (x,y) = (-20.1314, -3.8972)
738: (x,y) = (-21.4954, -5.35991)
739: (x,y) = (-20.7462, -7.21427)
740: (x,y) = (-21.7158, -8.96351)
741: (x,y) = (-23.7146, -8.89371)
742: (x,y) = (-23.9237, -6.90467)
743: (x,y) = (-22.1744, -5.93505)
744: (x,y) = (-23.4865, -4.42563)
745: (x,y) = (-22.9689, -6.35748)
746: (x,y) = (-21.7376, -7.93351)
747: (x,y) = (-23.3759, -9.08066)
748: (x,y) = (-24.1251, -10.935)
749: (x,y) = (-24.4724, -12.9046)
750: (x,y) = (-25.8866, -11.4904)
751: (x,y) = (-24.711, -9.87239)
752: (x,y) = (-23.9943, -11.7396)
753: (x,y) = (-23.8896, -13.7368)
754: (x,y) = (-22.1753, -12.7067)
755: (x,y) = (-20.2347, -13.1906)
756: (x,y) = (-18.6587, -14.4219)
757: (x,y) = (-17.7197, -16.1878)
758: (x,y) = (-16.4884, -14.6118)
759: (x,y) = (-14.7564, -15.6118)
760: (x,y) = (-14.3405, -17.5681)
761: (x,y) = (-15.3405, -19.3001)
762: (x,y) = (-16.8726, -18.0145)
763: (x,y) = (-18.0763, -16.4173)
764: (x,y) = (-17.5586, -18.3491)
765: (x,y) = (-16.1946, -16.8864)
766: (x,y) = (-14.936, -18.4407)
767: (x,y) = (-16.5941, -19.5591)
768: (x,y) = (-18.1701, -18.3278)
769: (x,y) = (-17.0517, -19.9859)
770: (x,y) = (-16.3676, -18.1065)
771: (x,y) = (-18.2587, -18.7576)
772: (x,y) = (-16.8947, -20.2203)
773: (x,y) = (-17.069, -22.2127)
774: (x,y) = (-17.3819, -20.2373)
775: (x,y) = (-19.2229, -21.0188)
776: (x,y) = (-19.4666, -19.0337)
777: (x,y) = (-18.5899, -20.8313)
778: (x,y) = (-20.3875, -21.708)
779: (x,y) = (-21.563, -20.09)
780: (x,y) = (-21.354, -22.079)
781: (x,y) = (-20.9041, -20.1303)
782: (x,y) = (-21.7175, -18.3032)
783: (x,y) = (-22.8647, -16.6649)
784: (x,y) = (-22.0512, -18.492)
785: (x,y) = (-20.2853, -17.553)
786: (x,y) = (-20.6669, -19.5163)
787: (x,y) = (-19.9177, -21.3707)
788: (x,y) = (-21.2299, -22.8801)
789: (x,y) = (-23.1524, -22.3288)
790: (x,y) = (-21.2613, -22.9799)
791: (x,y) = (-20.6766, -24.8926)
792: (x,y) = (-22.2739, -26.0962)
793: (x,y) = (-22.0301, -28.0813)
794: (x,y) = (-21.9952, -26.0816)
795: (x,y) = (-20.5565, -24.6923)
796: (x,y) = (-21.4955, -26.4582)
797: (x,y) = (-20.7788, -28.3253)
798: (x,y) = (-18.8994, -29.0094)
799: (x,y) = (-20.6137, -30.0394)
800: (x,y) = (-20.6835, -28.0407)
801: (x,y) = (-20.7184, -30.0404)
802: (x,y) = (-19.3291, -31.479)
803: (x,y) = (-21.1267, -32.3558)
804: (x,y) = (-22.9538, -33.1693)
805: (x,y) = (-22.1723, -35.0103)
806: (x,y) = (-21.3908, -36.8513)
807: (x,y) = (-20.8396, -38.7738)
808: (x,y) = (-22.832, -38.5995)
809: (x,y) = (-20.9001, -39.1171)
810: (x,y) = (-22.3143, -40.5313)
811: (x,y) = (-22.5234, -42.5204)
812: (x,y) = (-22.6977, -44.5128)
813: (x,y) = (-24.0098, -43.0033)
814: (x,y) = (-22.0535, -43.4192)
815: (x,y) = (-23.1428, -45.0965)
After 816 steps, the subject has the following location:
(x,y) = (-23.1428, -45.0965)
 or
(m,a) = (50.6881, -117.166)
Average outward distance per step = 0.0621178
Target Distance: 50, Step Size: 2
0: (x,y) = (1.96962, -0.347296)
1: (x,y) = (2.84636, -2.14488)
2: (x,y) = (2.74169, -4.14214)
3: (x,y) = (1.12365, -2.96657)
4: (x,y) = (3.08691, -2.58496)
5: (x,y) = (4.34555, -4.13925)
6: (x,y) = (3.34555, -5.8713)
7: (x,y) = (3.76137, -3.915)
8: (x,y) = (5.15069, -2.47632)
9: (x,y) = (6.15069, -0.744272)
10: (x,y) = (6.63453, -2.68486)
11: (x,y) = (6.84359, -4.67391)
12: (x,y) = (5.99835, -2.86129)
13: (x,y) = (7.48464, -4.19955)
14: (x,y) = (8.10268, -6.10167)
15: (x,y) = (9.6787, -7.33299)
16: (x,y) = (7.86608, -8.17823)
17: (x,y) = (9.06971, -9.7755)
18: (x,y) = (7.83839, -11.3515)
19: (x,y) = (6.42417, -12.7657)
20: (x,y) = (4.98549, -14.155)
21: (x,y) = (4.74176, -16.1401)
22: (x,y) = (4.77666, -18.1398)
23: (x,y) = (5.59013, -16.3127)
24: (x,y) = (7.33937, -15.3431)
25: (x,y) = (6.62264, -13.476)
26: (x,y) = (8.58589, -13.0943)
27: (x,y) = (8.27302, -11.119)
28: (x,y) = (10.1955, -11.6702)
29: (x,y) = (9.74564, -13.619)
30: (x,y) = (11.4037, -12.5006)
31: (x,y) = (10.1724, -10.9246)
32: (x,y) = (9.26442, -9.14256)
33: (x,y) = (8.54768, -7.2754)
34: (x,y) = (10.145, -6.07177)
35: (x,y) = (11.4571, -4.56235)
36: (x,y) = (9.58991, -3.84562)
37: (x,y) = (8.44276, -5.48392)
38: (x,y) = (9.25623, -3.65683)
39: (x,y) = (10.2562, -1.92478)
40: (x,y) = (12.2195, -1.54316)
41: (x,y) = (14.1513, -2.0608)
42: (x,y) = (13.7697, -4.02406)
43: (x,y) = (15.4471, -2.93478)
44: (x,y) = (17.2597, -3.78001)
45: (x,y) = (15.2597, -3.78001)
46: (x,y) = (13.9476, -2.2706)
47: (x,y) = (12.007, -2.75444)
48: (x,y) = (13.8341, -1.94097)
49: (x,y) = (15.4724, -3.08812)
50: (x,y) = (15.6814, -1.09907)
51: (x,y) = (13.802, -1.78311)
52: (x,y) = (12.0528, -2.75273)
53: (x,y) = (11.0227, -4.46707)
54: (x,y) = (9.19562, -5.28054)
55: (x,y) = (7.93698, -6.83483)
56: (x,y) = (7.09175, -8.64745)
57: (x,y) = (5.25074, -7.86599)
58: (x,y) = (4.86912, -9.82924)
59: (x,y) = (6.60117, -8.82924)
60: (x,y) = (6.67097, -6.83046)
61: (x,y) = (5.8575, -8.65755)
62: (x,y) = (4.26022, -7.45392)
63: (x,y) = (5.81452, -8.71256)
64: (x,y) = (7.6121, -9.5893)
65: (x,y) = (9.5684, -9.17348)
66: (x,y) = (10.1531, -11.0861)
67: (x,y) = (12.0075, -10.3369)
68: (x,y) = (11.4228, -8.42427)
69: (x,y) = (10.0588, -6.96156)
70: (x,y) = (11.9714, -7.5463)
71: (x,y) = (12.9714, -9.27835)
72: (x,y) = (12.9365, -11.278)
73: (x,y) = (12.5549, -13.2413)
74: (x,y) = (10.5625, -13.4156)
75: (x,y) = (8.90439, -14.534)
76: (x,y) = (9.93447, -12.8197)
77: (x,y) = (11.8751, -12.3358)
78: (x,y) = (9.87506, -12.3358)
79: (x,y) = (8.41235, -13.6998)
80: (x,y) = (7.35251, -12.0037)
81: (x,y) = (7.97055, -13.9058)
82: (x,y) = (7.00093, -12.1566)
83: (x,y) = (8.88031, -12.8406)
84: (x,y) = (9.43159, -14.7632)
85: (x,y) = (11.311, -15.4472)
86: (x,y) = (9.92166, -14.0085)
87: (x,y) = (11.7888, -14.7253)
88: (x,y) = (11.9979, -12.7362)
89: (x,y) = (12.6159, -14.6383)
90: (x,y) = (14.6147, -14.5685)
91: (x,y) = (12.6451, -14.9158)
92: (x,y) = (14.6448, -14.9507)
93: (x,y) = (12.9867, -16.0691)
94: (x,y) = (13.9867, -17.8012)
95: (x,y) = (15.6448, -18.9196)
96: (x,y) = (17.5358, -18.2684)
97: (x,y) = (15.5871, -17.8185)
98: (x,y) = (14.6481, -19.5844)
99: (x,y) = (14.961, -21.5598)
100: (x,y) = (16.325, -20.0971)
101: (x,y) = (17.4143, -21.7744)
102: (x,y) = (17.4841, -23.7732)
103: (x,y) = (16.2254, -25.3275)
104: (x,y) = (18.0798, -26.0767)
105: (x,y) = (18.6645, -24.1641)
106: (x,y) = (18.3862, -22.1836)
107: (x,y) = (20.385, -22.1138)
108: (x,y) = (22.0993, -23.1438)
109: (x,y) = (23.3579, -21.5895)
110: (x,y) = (24.6701, -23.099)
111: (x,y) = (23.64, -21.3846)
112: (x,y) = (24.7293, -23.062)
113: (x,y) = (23.0149, -24.092)
114: (x,y) = (23.9229, -22.31)
115: (x,y) = (25.8355, -21.7253)
116: (x,y) = (23.8723, -22.1069)
117: (x,y) = (25.8613, -22.316)
118: (x,y) = (24.2032, -23.4344)
119: (x,y) = (22.7646, -22.045)
120: (x,y) = (21.479, -23.5771)
121: (x,y) = (21.5837, -21.5799)
122: (x,y) = (19.771, -20.7346)
123: (x,y) = (21.7198, -20.2847)
124: (x,y) = (22.4365, -22.1519)
125: (x,y) = (24.4061, -21.8046)
126: (x,y) = (26.3624, -22.2204)
127: (x,y) = (27.6745, -23.7298)
128: (x,y) = (25.7724, -23.1118)
129: (x,y) = (25.9467, -21.1194)
130: (x,y) = (26.6308, -19.24)
